@relation 'Loan_Default-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Lfirst-last-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.Resample-S1-Z66.0-weka.filters.unsupervised.attribute.Remove-R1-9,13-17,19,21,23-27,29,32'

@attribute rate_of_interest numeric
@attribute Interest_rate_spread numeric
@attribute Upfront_charges numeric
@attribute construction_type {sb,mh}
@attribute Secured_by {home,land}
@attribute income numeric
@attribute LTV numeric
@attribute Security_Type {direct,Indriect}
@attribute Status {yes,no}

@data
3.625,-0.0006,0,sb,home,7800,79.727794,direct,no
4.5,0.5581,0,sb,home,3720,94.157609,direct,no
4.25,0.5779,?,sb,home,4380,96.695402,direct,no
4.99,0.6019,1725,sb,home,3180,99.202128,direct,no
3.875,0.3723,0,sb,home,5760,64.817629,direct,no
4.99,0.9761,5240.63,sb,home,13380,72.301762,direct,no
3.75,0.7478,0,sb,home,3660,77.173913,direct,no
4.5,0.0736,1078.2,sb,home,7320,50.989446,direct,no
3.25,-0.3259,2549.8,sb,home,11100,48.57631,direct,no
4.5,0.2017,1365.33,sb,home,8820,87.202381,direct,no
4.25,0.3295,743.17,sb,home,2820,99.278846,direct,no
4.5,1.0092,4072.82,sb,home,4500,82.118056,direct,no
4.5,0.044,1634.35,sb,home,4500,51.318565,direct,no
3.75,-0.0331,?,sb,home,4080,45.57783,direct,no
4.375,1.0191,5131.25,sb,home,6960,64.405204,direct,no
6.24,1.072,?,sb,home,10500,25.446429,direct,no
3.125,-0.4837,9899.89,sb,home,14880,89.034296,direct,no
3.875,0.1842,0,sb,home,6720,69.150418,direct,no
4.625,1.0421,4304.19,sb,home,2880,88.56383,direct,no
4.875,0.6124,0,sb,home,5640,99.395161,direct,no
4.125,0.4925,0,sb,home,4920,88.777372,direct,no
4.125,0.567,7176.1,sb,home,5820,88.352273,direct,no
3.99,0.3471,4062.5,sb,home,2700,56.004367,direct,no
4.18,0.2288,?,sb,home,5100,80.032468,direct,no
3.625,0.5314,0,sb,home,9780,29.906054,direct,no
4.125,0.2613,77.34,sb,home,7200,62.178309,direct,no
?,?,?,sb,home,7140,71.200441,direct,yes
?,?,?,sb,home,0,57.211538,direct,yes
?,?,?,sb,home,0,98.295455,direct,yes
2.875,-0.3917,5631,sb,home,17160,43.907942,direct,no
3.99,1.4765,2765,sb,home,3360,45.535714,direct,no
4.5,0.3303,4789.73,sb,home,1920,79.040404,direct,no
3.375,0.89,2930,sb,home,5340,80.092593,direct,no
3.99,0.5653,3687.5,sb,home,1500,86.392405,direct,no
3.75,0.0225,4650,sb,home,8460,57.686084,direct,no
5.375,1.4779,9550,sb,home,7620,80.776515,direct,no
?,?,?,sb,home,25560,86.094225,direct,yes
4.25,0.1802,928.26,sb,home,5880,78.116531,direct,no
3.99,0.3289,3187.5,sb,home,8760,35.730594,direct,no
4.625,1.2212,2553.59,sb,home,3180,67.405063,direct,no
4.75,1.6093,0,sb,home,7080,97.110553,direct,no
4,0.232,0,sb,home,6000,80.019685,direct,no
?,?,?,sb,home,4500,113.701923,direct,yes
4.75,1.8429,1253.22,sb,home,2340,48.417722,direct,no
?,?,?,sb,home,3120,75.568182,direct,yes
3.75,0.3515,4947.22,sb,home,4740,64.266304,direct,no
3.125,0.0022,504.2,sb,home,7680,60.416667,direct,no
3.75,0.7192,0,sb,home,4260,78.645833,direct,no
4.25,0.8336,3654.63,sb,home,3120,63.888889,direct,no
3.75,-0.018,0,sb,home,8820,67.805233,direct,no
4.5,0.3985,2793.75,sb,home,2160,68.939394,direct,no
3.875,-0.0821,5634,sb,home,3900,51.717033,direct,no
4.125,-0.0561,7998.76,sb,home,7740,59.242958,direct,no
?,?,?,sb,home,3540,68.410853,direct,yes
4.5,0.78,924,sb,home,9060,82.821229,direct,no
4.375,0.2,825,sb,home,3720,94.724771,direct,no
?,?,?,sb,home,3240,68.410853,direct,yes
4.125,0.3056,4573,sb,home,4440,77.877698,direct,no
4.5,0.4739,1875,sb,home,4380,57.254464,direct,no
3.99,1.2653,6031.25,sb,home,7740,69.054878,direct,no
5.25,1.0051,3751.56,sb,home,13860,74.641577,direct,no
4.99,1.425,2911.6,sb,home,1620,69.927536,direct,no
3.175,-0.236,697,sb,home,13980,72.354015,direct,no
3.25,-0.43,6125,sb,home,4680,71.586345,direct,no
4.99,1.0597,2415.5,sb,home,11520,9.611913,direct,no
3.625,1.1196,5295.71,sb,home,12240,96.875,direct,no
4.75,0.2784,0,sb,home,5040,73.706897,direct,no
4.375,0.5467,3190,sb,home,2880,51.201923,direct,no
3.625,0.6899,0,sb,home,3660,84.763314,direct,no
3.99,0.088,6187.5,sb,home,2880,59.081197,direct,no
?,?,?,sb,home,8880,95.542636,direct,yes
3.75,0.3054,3778.13,sb,home,2820,74.280576,direct,no
3.5,-0.287,2087.5,sb,home,6540,91.977612,direct,no
3.625,0.8535,1607,sb,home,2460,36.344538,direct,no
?,?,?,sb,home,5940,74.441341,direct,yes
?,?,?,sb,home,9300,95.863309,direct,yes
4.125,0.1003,3534.25,sb,home,7320,58.828996,direct,no
4.18,0.0801,220.04,sb,home,8940,54.680617,direct,no
3.125,0.1364,1643,sb,home,24960,20.691383,direct,no
3.325,-0.1845,0,sb,home,20100,44.318182,direct,no
3.875,0.187,0,sb,home,8940,97.862454,direct,no
3.5,0.1615,6500,sb,home,11580,85.614525,direct,no
?,?,?,sb,home,11640,55.970724,direct,yes
4.375,1.2509,1606.17,sb,home,3960,89.351852,direct,no
?,?,?,sb,home,11700,53.221649,direct,yes
4.25,1.3433,0,sb,home,4680,80.448718,direct,no
3.25,0.1852,821.76,sb,home,6780,22.478693,direct,no
3.25,-0.468,0,sb,home,5160,99.641148,direct,no
3.875,0.2047,4610,sb,home,5340,79.618474,direct,no
4.25,0.2591,20400,sb,home,16080,60.125184,direct,no
3.625,0.9781,6585.25,sb,home,3300,83.914729,direct,no
4.5,0.6111,0,sb,home,5340,91.201117,direct,no
4.5,0.657,546.97,sb,home,5940,72.928994,direct,no
3.75,0.0822,6319,sb,home,6660,70.32872,direct,no
3.875,-0.433,0,sb,home,7920,51.627604,direct,no
3.99,0.6555,533.69,sb,home,6600,93.238994,direct,no
3.99,0.3203,5179.5,sb,home,5580,54.429134,direct,no
3.5,0.6773,9531.75,sb,home,4560,37.059471,direct,no
3.75,0.2295,10100,sb,home,6060,71.755162,direct,no
3.99,0.3936,9750,sb,home,9300,80.017921,direct,no
3.5,0.4777,4500,sb,home,4020,83.279221,direct,no
3.625,0.0444,5001.13,sb,home,11520,73.788927,direct,no
?,?,?,sb,home,10620,83.890845,direct,yes
2.99,0.0311,6988.5,sb,home,3480,76.162791,direct,no
3.375,0.3965,9250,sb,home,11700,47.377622,direct,no
4.25,0.1802,928.26,sb,home,5880,78.116531,direct,no
3.875,0.223,4564.4,sb,home,3420,58.217993,direct,no
4.125,0.9382,3443,sb,home,3660,80.063291,direct,no
4.75,0.8091,2060.26,sb,home,3780,76.685393,direct,no
3.625,0.357,0,sb,home,7740,68.29955,direct,no
3.875,0.2694,697.4,sb,home,10740,64.592511,direct,no
3.875,0.4828,11375,sb,home,5220,79.575893,direct,no
3.75,0.1344,2400,sb,home,8400,49.031008,direct,no
3.625,0.4235,527.56,sb,home,10140,80.502392,direct,no
?,?,?,sb,home,6300,85.287081,direct,yes
4.99,1.3782,534.38,sb,home,5040,94.95614,direct,no
3.625,-0.163,0,sb,home,6120,33.717435,direct,no
3.875,-0.36,4664.97,sb,home,12480,68.997797,direct,no
3.5,-0.0497,4416.25,sb,home,1500,14.53373,direct,no
3.99,0.5881,13793,sb,home,14520,89.248021,direct,no
?,?,?,sb,home,4260,83.675799,direct,yes
3.99,0.53,3565,sb,home,2400,79.040404,direct,no
?,?,?,sb,home,2580,83.203125,direct,yes
3.99,0.4326,3250,sb,home,2100,59.33908,direct,no
4.75,0.2844,0,sb,home,9180,88.675743,direct,no
?,?,?,sb,home,2100,41.586538,direct,yes
?,?,?,sb,home,4020,63.354701,direct,yes
4.75,1.4834,3006.54,sb,home,3240,39.678899,direct,no
3.375,-0.3104,0,sb,home,23460,89.658635,direct,no
2.875,-0.747,3713.44,sb,home,7860,88.755459,direct,no
3.99,0.5987,2715,sb,home,15840,56.155303,direct,no
3.75,0.0675,208.35,sb,home,18780,38.42155,direct,no
4.375,0.7111,103.7,sb,home,10560,42.327668,direct,no
3.225,-0.2018,0,sb,home,16320,69.736842,direct,no
4.99,1.3457,6381.51,sb,home,4980,70.647321,direct,no
3.25,-0.2745,0,sb,home,4140,37.682482,direct,no
3.875,0.0894,0,sb,home,6060,47.562057,direct,no
3.875,0.1536,?,sb,home,20220,26.22012,direct,no
3.99,0.4057,3342.15,sb,home,7800,72.985537,direct,no
3.375,-0.243,0,sb,home,7980,55.081301,direct,no
3.75,0.584,9290.38,sb,home,13740,78.994845,direct,no
3.625,0.7212,6337.5,sb,home,6900,48.393316,direct,no
3.99,0.0399,3788.12,sb,home,8880,51.993166,direct,no
4.25,1.1041,?,sb,home,4020,72.606383,direct,no
4.56,0.5013,3337.08,sb,home,3240,66.061453,direct,no
5.19,1.3469,3100,sb,home,2340,79.040404,direct,no
3.625,0.1469,2560.3,sb,home,9600,85.041841,direct,no
?,?,?,sb,home,5100,90.933099,direct,yes
4.18,-0.1038,2940,sb,home,2760,47.270742,direct,no
4.125,0.056,1235,sb,home,3060,67.473118,direct,no
3.99,0.3053,1250,sb,home,4320,86.375661,direct,no
4.625,0.5216,1519.71,sb,home,2460,67.201835,direct,no
3.99,0.3787,8088.07,sb,home,5700,85.64257,direct,no
4.625,0.5262,5686.25,sb,home,19080,75.717703,direct,no
3.625,-0.2366,0,sb,home,27780,51.777899,direct,no
3.99,0.0052,6563.75,sb,home,6900,77.828467,direct,no
4,0.1926,322.65,sb,home,6960,55.081301,direct,no
4.99,0.7378,1570,sb,home,5940,46.010638,direct,no
4.75,0.1668,0,sb,home,13200,69.012945,direct,no
4.5,0.4,295,sb,home,10800,84.684066,direct,no
4,0.3256,1100.09,sb,home,7560,79.618474,direct,no
?,?,?,sb,home,6660,127.247191,direct,yes
4.56,0.057,825,sb,home,3600,79.522613,direct,no
4.5,1.5461,2432.45,sb,home,9780,86.184211,direct,no
2.99,0.2641,9010,sb,home,8880,81.572165,direct,no
?,?,?,sb,home,6480,90.057915,direct,yes
4.5,1.156,2361.25,sb,home,3240,95.542636,direct,no
5.375,0.9305,957.08,sb,home,14700,68.873762,direct,no
4.75,1.4026,3313.1,sb,home,6600,90.254237,direct,no
3.5,0.3748,7334.95,sb,home,8520,55.514706,direct,no
3.99,0.2851,1080.6,sb,home,3600,37.462006,direct,no
4.625,0.459,5081,sb,home,2520,79.040404,direct,no
4.125,0.2599,0,sb,home,4560,8.574646,direct,no
3.875,0.2484,?,sb,home,2280,85.550459,direct,no
3.99,0.4995,6441.5,sb,home,9480,84.684066,direct,no
4.375,0.4548,0,sb,home,2040,99.242424,direct,no
4.5,0.3462,2190,sb,home,1920,71.959459,direct,no
4.5,1.2494,3386.24,sb,home,5100,86.184211,direct,no
3.375,-0.0539,3230,sb,home,3840,90.137615,direct,no
4.375,-0.0807,0,sb,home,3840,39.809783,direct,no
3.99,0.465,4216.25,sb,home,3480,84.090909,direct,no
4.875,0.8101,3224,sb,home,1140,69.927536,direct,no
3.875,0.3714,4101.88,sb,home,6720,89.862205,direct,no
3.625,0.0577,3467.8,sb,home,5820,80.857741,direct,no
?,?,?,sb,home,4560,65.625,direct,yes
3.75,0.9423,4883.75,sb,home,8580,93.882979,direct,no
3.875,1.0827,3402.5,sb,home,8640,31.004902,direct,no
4.375,0.3083,5880.94,sb,home,3660,86.525974,direct,no
?,?,?,sb,home,3600,88.246269,direct,yes
3.875,0.3216,1872.76,sb,home,12600,79.388715,direct,no
3.625,0.2676,5491.5,sb,home,7380,73.948598,direct,no
4.75,1.3398,2315.25,sb,home,13020,92.22973,direct,no
5.125,0.7443,2716.74,sb,home,5760,95.708955,direct,no
4.5,0.6566,0,sb,home,6660,73.69281,direct,no
?,?,?,sb,home,9660,79.109589,direct,yes
4.75,1.0704,3837.5,sb,home,3780,74.371069,direct,no
?,?,?,sb,home,5100,49.670185,direct,yes
3.99,1.4605,2925,sb,home,4020,51.953125,direct,no
4.5,0.3798,7220,sb,home,7800,54.186603,direct,no
3.75,0.2811,5080.8,sb,home,4560,69.275701,direct,no
3.625,0.04,1593.66,sb,home,6060,57.415254,direct,no
?,?,?,sb,home,3120,99.395161,direct,yes
?,?,?,sb,home,8640,90.09434,direct,yes
4.125,0.773,2181.9,sb,home,2640,21.982759,direct,no
3.75,0.9544,0,sb,home,9060,96.695402,direct,no
3.99,0.2823,0,sb,home,14580,72.586634,direct,no
5.5,1.3744,1085.26,sb,home,2760,52.906977,direct,no
3.875,0.5116,6854.4,sb,home,7380,89.715719,direct,no
3.575,-0.2241,250,sb,home,13020,54.706325,direct,no
4.375,0.3234,3128.13,sb,home,9000,99.342105,direct,no
4.75,1.1346,4310,sb,home,4560,71.262887,direct,no
4.125,0.4698,0,sb,home,2760,82.303371,direct,no
3.25,0.4601,5709.73,sb,home,2340,43.715084,direct,no
5.5,1.1044,4131.25,sb,home,14280,88.568773,direct,no
?,?,?,sb,home,1260,83.805031,direct,yes
?,?,?,sb,home,16020,79.818702,direct,yes
3.875,0.3413,5570,sb,home,4740,68.54067,direct,no
4.875,0.6404,952.96,sb,home,86040,66.841317,direct,no
?,?,?,sb,home,6240,64.271654,direct,yes
3.375,0.5775,7625,sb,home,8580,75.655022,direct,no
3.375,-0.2609,4593.75,sb,home,5580,75.152439,direct,no
5.875,1.5018,7677,sb,home,12480,42.413949,direct,no
4.125,0.5442,2625,sb,home,7320,41.906475,direct,no
?,?,?,sb,home,1800,56.782946,direct,yes
4.125,1.0087,923.78,sb,home,4800,94.191919,direct,no
4.125,0.9553,4119.98,sb,home,8460,90.948276,direct,no
4.625,0.9465,4037.5,sb,home,3780,68.229167,direct,no
3.75,0.3762,837.15,sb,home,3300,90.570175,direct,no
3.875,0.171,0,sb,home,12720,65.693833,direct,no
?,?,?,sb,home,3360,60.304659,direct,yes
3.75,0.2566,4238,sb,home,7740,80.502392,direct,no
4.125,0.1587,1098.89,sb,home,7140,94.732441,direct,no
5.25,1.361,3050.5,sb,home,4920,67.287234,direct,no
4.75,1.2987,?,sb,home,3000,26.5625,direct,no
3.75,0.7478,0,sb,home,3660,77.173913,direct,no
3.99,0.6602,5600,sb,home,7980,69.054878,direct,no
4.99,0.8369,6050,sb,home,3720,68.229167,direct,no
4.5,0.4254,0,sb,home,7560,72.804054,direct,no
4.875,0.7919,1743.75,sb,home,6360,67.431973,direct,no
3.875,0.262,2780,sb,home,8460,83.29918,direct,no
3.75,0.3756,9011.53,sb,home,8820,63.127854,direct,no
?,?,?,sb,home,3120,74.159664,direct,yes
4.75,0.2917,50,sb,home,8880,56.548975,direct,no
4.99,1.2498,925.49,sb,home,6840,54.340278,direct,no
4.125,0.5122,5332.81,sb,home,3480,75.887574,direct,no
4.5,0.7031,49.5,sb,home,6300,73.698885,direct,no
4.375,0.0045,0,sb,home,4920,72.416413,direct,no
?,?,?,sb,home,3420,59.446397,direct,yes
3.375,0.1478,173.36,sb,home,26760,71.057348,direct,no
5.25,1.2551,3737.3,sb,home,1440,58.445946,direct,no
4.75,0.539,728.18,sb,home,12840,82.47549,direct,no
3.99,1.4553,3911.75,sb,home,2940,75.297619,direct,no
3.99,0.5036,3903.5,sb,home,5040,65.858209,direct,no
4.5,0.886,4510,sb,home,4680,76.376147,direct,no
3.125,-0.3997,795,sb,home,18900,79.71902,direct,no
4.5,0.109,3513.15,sb,home,9120,67.210145,direct,no
3.5,-0.0925,85.7,sb,home,10740,69.977169,direct,no
3.375,-0.1264,3326.38,sb,home,3960,49.551971,direct,no
?,?,?,sb,home,4020,138.541667,direct,yes
?,?,?,sb,home,4560,93.882979,direct,yes
3.75,0.7621,1805.07,sb,home,3360,87.921348,direct,no
4.125,0.0617,0,sb,home,10380,59.356287,direct,no
4.375,0.0678,13697.64,sb,home,20580,69.568311,direct,no
4.99,1.3743,0,sb,home,2700,80.063291,direct,no
4.75,0.2597,874.66,sb,home,2940,75.152439,direct,no
?,?,?,sb,home,10620,97.313084,direct,yes
3.875,0.3398,1210.25,sb,home,3300,31.545961,direct,no
4.5,0.9333,5502.5,sb,home,2640,67.086331,direct,no
4.125,0.542,3409.5,sb,home,5220,73.026316,direct,no
3.25,0.2877,2933.75,sb,home,6480,51.929012,direct,no
3.99,1.4767,3218.75,sb,home,9000,56.648936,direct,no
3.375,-0.2904,1025,sb,home,12600,54.231771,direct,no
3.625,0.7705,4371.45,sb,home,6840,80.963303,direct,no
3.99,0.4237,0,sb,home,3780,49.401914,direct,no
4.375,0.6785,1223.37,sb,home,3900,64.602804,direct,no
3.99,0.4684,0,sb,home,5940,95.200893,direct,no
4.25,0.7406,2494,sb,home,11580,57.352941,direct,no
4.375,1.064,3894.13,sb,home,1440,51.008065,direct,no
3.375,0.5105,5002.84,sb,home,2280,84.090909,direct,no
3.375,0.0574,6598.8,sb,home,4440,78.439153,direct,no
?,?,?,sb,home,4860,54.47494,direct,yes
3.875,-0.153,0,sb,home,5940,64.158576,direct,no
3.375,-0.3063,?,sb,home,6840,69.258721,direct,no
?,?,?,sb,home,3540,80.063291,direct,yes
4.25,0.5734,1907.64,sb,home,4140,74.441341,direct,no
3.75,-0.0272,6135.2,sb,home,9360,88.407821,direct,no
3.25,-0.4077,0,sb,home,9000,97.643443,direct,no
3.75,0.8888,4010,sb,home,6480,62.614679,direct,no
3.625,-0.0331,6150.41,sb,home,8820,71.057348,direct,no
4,0.3584,0,sb,home,9360,95.305677,direct,no
4.5,0.9177,0,sb,home,8460,94.59799,direct,no
3.875,-0.433,3180,sb,home,4500,80.03876,direct,no
3.5,-0.0961,2372.5,sb,home,12180,89.772727,direct,no
?,?,?,sb,home,10800,78.609155,direct,yes
?,?,?,sb,home,0,59.908537,direct,yes
4.99,0.6605,2415,sb,home,2820,98.611111,direct,no
4.25,0.047,1148.48,sb,home,6240,94.724771,direct,no
4.56,0.4183,0,sb,home,12180,68.997797,direct,no
3.75,0.0534,0,sb,home,4020,64.817629,direct,no
5.5,1.1691,3820.5,sb,home,4080,65.213816,direct,no
4.5,1.1646,2575,sb,home,6180,93.994413,direct,no
3.99,1.4777,3698.1,sb,home,2460,95.542636,direct,no
3.5,-0.2551,3722.42,sb,home,6600,78.846154,direct,no
3.99,0.9662,4186,sb,home,3120,47.395833,direct,no
3.5,0.5568,7427.5,sb,home,12240,44.121287,direct,no
4.56,0.1042,1187.75,sb,home,10260,69.295302,direct,no
3.75,0.0853,1250,sb,home,19200,22.427766,direct,no
?,?,?,sb,home,2040,80.032468,direct,yes
4.375,0.143,959.49,sb,home,2040,98.611111,direct,no
3.99,0.3519,3168.75,sb,home,3060,46.301775,direct,no
4.25,0.7189,1250,sb,home,9480,73.948598,direct,no
4.125,0.8536,4103.8,sb,home,3900,77.234637,direct,no
4.375,1.8656,2497.42,sb,home,7800,99.369748,direct,no
3.375,-0.2939,2803.14,sb,home,6600,72.928994,direct,no
?,?,?,sb,home,3420,57.205514,direct,yes
4.875,1.17,1040.6,sb,home,8100,80.526992,direct,no
?,?,?,sb,home,7680,93.238994,direct,yes
3.125,0.1853,6750,sb,home,10020,80.019685,direct,no
3.875,0.3811,3100,sb,home,4440,32.266436,direct,no
6.24,1.512,?,sb,home,14400,15.951493,direct,no
4.25,0.7394,1752,sb,home,12300,78.716216,direct,no
5.25,1.1067,4150,sb,home,3600,80.03876,direct,no
4.25,1.2064,1648.01,sb,home,6240,85.899654,direct,no
4.99,1.4398,1250,sb,home,7440,66.858553,direct,no
2.875,-0.0438,3000,sb,home,9480,66.959799,direct,no
3.625,-0.0401,5241.34,sb,home,11880,72.849462,direct,no
3.375,0.3051,903.12,sb,home,17880,79.275093,direct,no
3.875,0.1205,438.38,sb,home,20640,71.360759,direct,no
3.99,0.5422,9203,sb,home,6180,50.782881,direct,no
4.5,0.1717,2360,sb,home,6900,79.362416,direct,no
4.375,0.9625,3527,sb,home,1980,65.449438,direct,no
5.25,1.4196,1151.36,sb,home,1620,96.052632,direct,no
3.5,-0.1775,4059,sb,home,6420,58.738602,direct,no
?,?,?,sb,home,2220,98.728814,direct,yes
3.625,-0.134,1495,sb,home,6480,82.58547,direct,no
4.375,0.0741,2912.5,sb,home,5700,57.686084,direct,no
?,?,?,sb,home,5760,61.104784,direct,yes
4.75,0.5849,5650,sb,home,14040,89.663462,direct,no
4.125,0.5342,3464.38,sb,home,3540,36.712598,direct,no
3.99,0.3265,2286,sb,home,6780,80.03876,direct,no
4.125,1.5414,1116.41,sb,home,2460,57.653061,direct,no
4.875,0.775,2870,sb,home,6900,79.653285,direct,no
3.375,0.6056,4750,sb,home,5100,63.489209,direct,no
?,?,?,sb,home,2880,79.129794,direct,yes
4.75,0.386,0,sb,home,10500,58.184524,direct,no
3.5,0.0954,1960.5,sb,home,7620,94.550173,direct,no
4.5,0.6117,4777.81,sb,home,4020,95.168067,direct,no
3.5,-0.1357,0,sb,home,8460,58.101852,direct,no
4.5,0.0394,1394.01,sb,home,10200,66.351744,direct,no
?,?,?,sb,home,5160,94.59799,direct,yes
?,?,?,sb,home,7980,78.601695,direct,yes
?,?,?,sb,home,1740,54.449838,direct,yes
4.75,0.6455,1846.6,sb,home,10080,59.486607,direct,no
3.875,0.2305,0,sb,home,12180,66.337386,direct,no
3.625,0.0308,2667.4,sb,home,6780,50.288018,direct,no
?,?,?,sb,home,4980,97.313084,direct,yes
?,?,?,sb,home,0,86.375661,direct,yes
2.75,-0.318,769.43,sb,home,7980,91.317992,direct,no
4.56,0.2279,3743.75,sb,home,2040,43.923611,direct,no
3.625,-0.168,4000,sb,home,8100,68.416928,direct,no
3.625,-0.1743,2076.25,sb,home,4980,27.86965,direct,no
3.99,0.3661,4062.5,sb,home,7200,50.27533,direct,no
3.875,0.2864,847.71,sb,home,4800,78.311966,direct,no
5.375,1.433,3850,sb,home,20760,73.248792,direct,no
4.375,0.6578,3484.13,sb,home,16800,74.791232,direct,no
?,?,?,sb,home,4320,99.157303,direct,yes
?,?,?,sb,home,1380,48.853211,direct,yes
?,?,?,sb,home,2820,73.840206,direct,yes
4.99,0.9031,955,sb,home,4440,49.100719,direct,no
4.75,1.2397,4446,sb,home,5940,74.159664,direct,no
3.99,0.7093,7662.5,sb,home,3000,56.397638,direct,no
?,?,?,sb,home,19080,75.224215,direct,yes
4.625,0.5378,2733.44,sb,home,2760,70.432692,direct,no
?,?,?,sb,home,3180,93.154762,direct,yes
?,?,?,sb,home,2040,83.266129,direct,yes
?,?,?,sb,home,9120,73.403084,direct,yes
?,?,?,sb,home,4500,81.25,direct,yes
4.125,0.267,0,sb,home,6120,46.596535,direct,no
4.75,0.6352,0,sb,home,4860,86.525974,direct,no
3.75,0.222,5960.63,sb,home,4380,77.573529,direct,no
4.25,1.244,2170,sb,home,8160,85.194175,direct,no
4.625,0.037,0,sb,home,2220,59.937238,direct,no
3.99,-0.1804,1017.74,sb,home,6660,76.433692,direct,no
4.75,1.4503,628,sb,home,2280,98.076923,direct,no
4.99,0.8977,0,sb,home,2280,73.305085,direct,no
4.56,0.8971,6100,sb,home,6480,75.088028,direct,no
3.125,-0.1431,896.12,sb,home,18180,75.935374,direct,no
4.25,-0.0811,4020.88,sb,home,6420,77.249135,direct,no
3.99,0.2787,4356.5,sb,home,9540,76.62037,direct,no
3.875,0.1817,4500,sb,home,5520,34.502725,direct,no
3.375,0.0121,5230.49,sb,home,1980,50.679348,direct,no
?,?,?,sb,home,12120,73.416887,direct,yes
3.625,0.0383,6233.13,sb,home,9900,58.709016,direct,no
3.625,0.0351,3250,sb,home,6900,73.416887,direct,no
?,?,?,sb,home,4980,84.514925,direct,yes
4.75,1.4386,670,sb,home,1980,81.779661,direct,no
3.5,0.0604,3982,sb,home,8460,93.994413,direct,no
4.5,1.6822,1177.16,sb,home,3420,75.201613,direct,no
3.5,0.8415,3350,sb,home,3360,56.009615,direct,no
4.375,0.7738,6650,sb,home,4620,70.39749,direct,no
4.375,0.5712,0,sb,home,31020,71.169355,direct,no
3.875,0.249,5840.01,sb,home,3720,83.730159,direct,no
3.75,0.2972,3886.5,sb,home,4860,62.266355,direct,no
4.5,0.4665,4895,sb,home,3900,66.285211,direct,no
5.125,1.4239,3743.46,sb,home,10860,71.959459,direct,no
4.75,0.6073,0,sb,home,12540,95.091324,direct,no
3.375,-0.3685,163.9,sb,home,3780,34.406953,direct,no
3.75,0.4293,5278,sb,home,4020,90.570175,direct,no
4.125,0.9743,1672.86,sb,home,1620,51.689189,direct,no
3.99,0.3873,3418.16,sb,home,5580,63.798701,direct,no
3.75,0.2455,6278.92,sb,home,4560,65.410959,direct,no
3.875,0.4777,10937,sb,home,9600,53.579295,direct,no
4.5,0.6201,31.05,sb,home,4920,94.59799,direct,no
?,?,?,sb,home,3060,79.233871,direct,yes
4.625,0.2523,1107.78,sb,home,3540,78.645833,direct,no
3.375,0.1003,2286.38,sb,home,5220,46.301775,direct,no
?,?,?,sb,home,2280,58.928571,direct,yes
?,?,?,sb,home,1800,71.648045,direct,yes
?,?,?,sb,home,4140,71.067416,direct,yes
3.75,0.8979,3086.14,sb,home,2640,56.648936,direct,no
?,?,?,sb,home,3480,79.362416,direct,yes
3.75,0.6925,3741.25,sb,home,13200,93.674699,direct,no
?,?,?,sb,home,16260,180.102041,direct,yes
4.75,0.6648,1150,sb,home,3480,84.42029,direct,no
4.625,0.5071,10863.75,sb,home,13740,53.627968,direct,no
?,?,?,sb,home,3840,80.032468,direct,yes
5.75,1.4331,3681.25,sb,home,15120,73.471616,direct,no
3.75,0.7898,6611,sb,home,46740,58.634868,direct,no
?,?,?,sb,home,7080,89.0625,direct,yes
3.99,1.5649,3336.75,sb,home,4980,85.472973,direct,no
4.25,-0.157,625,sb,home,5100,84.722222,direct,no
5.125,1.4754,2743.75,sb,home,1680,59.765625,direct,no
3.875,0.6517,1100,sb,home,4740,67.011834,direct,no
3.625,0.1841,7841,sb,home,15660,67.361111,direct,no
3.75,-0.2036,14331.2,sb,home,8340,67.938497,direct,no
3.875,0.9456,1644.54,sb,home,1740,84.42029,direct,no
4.875,0.494,1784.48,sb,home,5400,74.58159,direct,no
3.875,0.4772,6677.65,sb,home,2460,73.538961,direct,no
4.375,0.9051,?,sb,home,9960,95.091324,direct,no
4.125,-0.1509,4440.29,sb,home,5400,99.157303,direct,no
3.625,-0.25,0,sb,home,22260,51.865672,direct,no
4.375,0.5763,1200,sb,home,4260,79.454023,direct,no
4.56,-0.0728,636.12,sb,home,5700,75.094697,direct,no
4.75,0.4419,0,sb,home,5400,88.352273,direct,no
?,?,?,sb,home,5520,83.30292,direct,yes
4.5,1.252,0,sb,home,10500,67.976589,direct,no
3.99,0.4165,3288.13,sb,home,10080,68.483709,direct,no
4.125,1.0655,165.11,sb,home,7200,82.563025,direct,no
?,?,?,sb,home,4560,81.25,direct,yes
4,0.3171,1662.74,sb,home,12360,85.66838,direct,no
3.625,0.0807,1172.24,sb,home,4860,93.799213,direct,no
4.125,-0.0405,?,sb,home,5280,61.919315,direct,no
3.99,-0.0546,152.62,sb,home,12600,93.693009,direct,no
4.375,0.4258,1150,sb,home,3480,32.486264,direct,no
3.875,0.2047,0,sb,home,9060,82.744875,direct,no
3.625,-0.1829,0,sb,home,11160,42.883663,direct,no
5.375,1.1137,3700,sb,home,9660,78.474903,direct,no
